Name,Grade,Scale,Universe,JAPCODE,Series,Release_date,Cost(yen)
HGUC Kshatriya Repaired  ,High Grade,1/144,Universal Century,4543112894885,Mobile Suit Gundam UC,05/14/2014,¥7020
HGUC Unicorn Gundam 02 Banshee Norn (Destroy Mode)  ,High Grade,1/144,Universal Century,4543112895035,Mobile Suit Gundam UC,03/22/2014,¥2160
SD Neo Zeong  ,Super Deformed,No Scale,Universal Century,4543112895059,Mobile Suit Gundam UC,06/07/2014,¥2160
HGUC Neo Zeong  ,High Grade,1/144,Universal Century,4543112895073,Mobile Suit Gundam UC,06/28/2014,¥27000
MG Concept-X6-1-2 Turn X  ,Master Grade,1/100,Correct Century,4543112895080,Turn A Gundam,06/14/2014,¥6480
HGUC Zeta Plus (Unicorn Ver.)  ,High Grade,1/144,Universal Century,4543112895776,Mobile Suit Gundam UC,07/12/2014,¥2592
HGUC Zssa (Unicorn Ver.)  ,High Grade,1/144,Universal Century,4543112901354,Mobile Suit Gundam UC,06/21/2014,¥2592
RG MSM-07S Char's Z'Gok  ,Real Grade,1/144,Universal Century,4543112901835,Mobile Suit Gundam,07/19/2014,¥2700
SD Legend BB Full Armor Knight Gundam  ,Super Deformed,No Scale,SD,4543112913937,SD Gundam Gaiden,07/12/2014,¥1296
SD Unicorn Gundam 03 Phenex  ,Super Deformed,No Scale,Universal Century,4543112913944,Mobile Suit Gundam UC,09/06/2014,¥1296
HGUC Schuzrum Galluss  ,High Grade,1/144,Universal Century,4543112914033,Mobile Suit Gundam UC,07/12/2014,¥2592
HGAW Gundam Airmaster  ,High Grade,1/144,After War,4543112914040,After War Gundam X,07/26/2014,¥1836
SD Legend BB Second Gundam Dai Shogun  ,Super Deformed,No Scale,SD,4543112914125,SD Sengokuden,10/18/2014,¥1620
HGUC Rozen Zulu (episode 7 Ver.)  ,High Grade,1/144,Universal Century,4543112920768,Mobile Suit Gundam UC,08/09/2014,¥3024
MG Hi-Nu Gundam Ver.Ka  ,Master Grade,1/100,Universal Century,4543112920782,Mobile Suit Gundam: Char's Counterattack,08/30/2014,¥7560
HGUC ZII  ,High Grade,1/144,Universal Century,4543112932266,Mobile Suit Zeta Gundam,09/13/2014,¥2592
HGUC Crossbone Gundam X1  ,High Grade,1/144,Universal Century,4543112938282,Mobile Suit Crossbone Gundam,11/15/2014,¥1944
MG Gundam Astray Blue Frame D  ,Master Grade,1/100,Cosmic Era,4543112943590,Mobile Suit Gundam SEED Destiny Astray B,11/22/2014,¥5184
PG RX-0 Unicorn Gundam  ,Perfect Grade,1/60,Universal Century,4543112943651,Mobile Suit Gundam UC,12/13/2014,¥21600
PG LED Unit for RX-0 Unicorn Gundam  ,Perfect Grade,1/60,Universal Century,4543112943668,Mobile Suit Gundam UC,12/13/2014,¥12960
SD Build Burning Gundam  ,Super Deformed,No Scale,Build Fighters,4543112943682,Gundam Build Fighters Try,12/06/2014,¥648
SD Legend BB Musha Victory  ,Super Deformed,No Scale,SD,4543112943743,SD Sengokuden,01/17/2015,¥1296
RG XXXG-00W0 Wing Gundam Zero EW  ,Real Grade,1/144,After Colony,4543112943804,New Mobile Report Gundam Wing: Endless Waltz,12/26/2014,¥2700
MG Gundam Double X  ,Master Grade,1/100,After War,4543112948731,After War Gundam X,03/28/2015,¥4860
HGUC V-Dash Gundam  ,High Grade,1/144,Universal Century,4543112948748,Mobile Suit Victory Gundam,03/14/2015,¥1944
MG Gundam Exia Dark Matter  ,Master Grade,1/100,Build Fighters,4543112956903,Gundam Build Fighters,02/21/2015,¥5400
SD Lightning Gundam  ,Super Deformed,No Scale,Build Fighters,4543112964243,Gundam Build Fighters Try,04/11/2015,¥648
RG GN-0000+GNR-010 00 Raiser  ,Real Grade,1/144,Anno Domini,4543112964274,Mobile Suit Gundam 00,04/29/2015,¥3240
HGUC V2 Assault Buster Gundam  ,High Grade,1/144,Universal Century,4543112965271,Mobile Suit Victory Gundam,05/23/2015,¥2160
MG Hyaku Shiki Ver.2.0  ,Master Grade,1/100,Universal Century,4543112967015,Mobile Suit Zeta Gundam,05/30/2015,¥7344
HGUC Guncannon  ,High Grade,1/144,Universal Century,4543112967152,Mobile Suit Gundam,06/20/2015,¥1296
HGUC RX-78-2 Gundam  ,High Grade,1/144,Universal Century,4543112967169,Mobile Suit Gundam,07/25/2015,¥1080
MG Gundam Fenice Rinascita  ,Master Grade,1/100,Build Fighters,4543112967190,Gundam Build Fighters,06/27/2015,¥5184
HGCE Freedom Gundam  ,High Grade,1/144,Cosmic Era,4543112967275,Mobile Suit Gundam SEED,08/08/2015,¥1944
SD Legend BB Versal Knight Gundam  ,Super Deformed,No Scale,SD,4543112967299,SD Gundam Gaiden,08/29/2015,¥1620
RG MBF-P02 Gundam Astray Red Frame  ,Real Grade,1/144,Cosmic Era,4549660006343,Mobile Suit Gundam SEED Astray,08/08/2015,¥2700
PG RX-0 [N] Unicorn Gundam 02 Banshee Norn  ,Perfect Grade,1/60,Universal Century,4549660006411,Mobile Suit Gundam UC,09/30/2015,¥23760
MG Gundam Amazing Red Warrior  ,Master Grade,1/100,Build Fighters,4549660013013,Gundam Build Fighters Try,08/29/2015,¥5184
Gundam MK-II (A.E.U.G.) (HGUC) Revive ,High Grade,1/144,Universal Century,4549660013112,Mobile Suit Zeta Gundam,11/28/2015,¥1620
Gundam MK-II (Titans) (HGUC)  ,High Grade,1/144,Universal Century,4549660013129,Mobile Suit Zeta Gundam,11/28/2015,¥1620
MG RX-78-02 Gundam (GUNDAM THE ORIGIN Ver.)  ,Master Grade,1/100,Universal Century,4549660013143,Mobile Suit Gundam: The Origin,11/20/2015,¥4860
HGUC Gouf  ,High Grade,1/144,Universal Century,4549660023012,Mobile Suit Gundam,04/16/2016,¥1620
HGUC Qubeley  ,High Grade,1/144,Universal Century,4549660032212,Mobile Suit Zeta Gundam,12/19/2015,¥1944
RG XXXG-01W Wing Gundam EW  ,Real Grade,1/144,After Colony,4549660032229,New Mobile Report Gundam Wing: Endless Waltz,01/09/2016,¥2700
MG V2 Gundam Ver. Ka  ,Master Grade,1/100,Universal Century,4549660032250,Mobile Suit Victory Gundam,12/26/2015,¥4860
MG Freedom Gundam Ver. 2.0  ,Master Grade,1/100,Cosmic Era,4549660048831,Mobile Suit Gundam SEED,04/29/2016,¥4860
RG GNT-0000 00 QAN[T]  ,Real Grade,1/144,Anno Domini,4549660063124,Mobile Suit Gundam 00,05/28/2016,¥2700
HGUC Gyan  ,High Grade,1/144,Universal Century,4549660063179,Mobile Suit Gundam,05/21/2016,¥1296
SD Legend BB Knight Superior Dragon  ,Super Deformed,No Scale,SD,4549660063186,SD Gundam Gaiden,05/28/2016,¥2700
HGUC Full Armor Unicorn Gundam (Destroy Mode/Red Color Ver.)  ,High Grade,1/144,Universal Century,4549660075813,Mobile Suit Gundam UC,06/18/2016,¥3672
MG Full Armor Gundam Ver. Ka (Gundam Thunderbolt Ver.)  ,Master Grade,1/100,Universal Century,4549660075899,Mobile Suit Gundam Thunderbolt,07/23/2016,¥7560
Jagd Doga (SD)  ,Super Deformed,No Scale,Universal Century,4902425236476,Mobile Suit Gundam: Char's Counterattack,01/01/1994,¥324
Nu Gundam (SD)  ,Super Deformed,No Scale,Universal Century,4902425236483,Mobile Suit Gundam: Char's Counterattack,08/01/1999,¥324
Sazabi (SD)  ,Super Deformed,No Scale,Universal Century,4902425237572,Mobile Suit Gundam: Char's Counterattack,05/01/2013,¥324
Jegan (SD)  ,Super Deformed,No Scale,Universal Century,4902425237589,Mobile Suit Gundam: Char's Counterattack,01/01/1994,¥324
Geara Doga (SD)  ,Super Deformed,No Scale,Universal Century,4902425243924,Mobile Suit Gundam: Char's Counterattack,06/01/1999,¥324
Re-GZ (SD)  ,Super Deformed,No Scale,Universal Century,4902425243931,Mobile Suit Gundam: Char's Counterattack,01/01/1994,¥324
Gundam Mk-II (SD)  ,Super Deformed,No Scale,Universal Century,4902425244914,Mobile Suit Zeta Gundam,06/01/2001,¥324
Zaku III (SD)  ,Super Deformed,No Scale,Universal Century,4902425244921,Mobile Suit Gundam ZZ,02/01/2009,¥324
Gelgoog (SD)  ,Super Deformed,No Scale,Universal Century,4902425247205,Mobile Suit Gundam,01/01/1994,¥324
Zeong (SD)  ,Super Deformed,No Scale,Universal Century,4902425247212,Mobile Suit Gundam,5/1/2002,¥324
SD Musha Gundam  ,Super Deformed,No Scale,SD,4902425248035,SD Sengokuden,12/1/1988,¥324
Bound Doc (SD)  ,Super Deformed,No Scale,Universal Century,4902425248042,Mobile Suit Zeta Gundam,01/01/1994,¥324
Full Armor ZZ Gundam (SD)  ,Super Deformed,No Scale,Universal Century,4902425250540,Mobile Suit Gundam ZZ,01/01/1994,¥324
Perfect Gundam (BB20) (SD)  ,Super Deformed,No Scale,Universal Century,4902425250557,Mobile Suit Gundam,01/01/1994,¥324
Z Plus (SD)  ,Super Deformed,No Scale,Universal Century,4902425267579,Gundam Sentinel,06/01/1999,¥324
SD Musha Z Gundam  ,Super Deformed,No Scale,SD,4902425271316,SD Sengokuden,03/01/1989,¥324
Superior Gundam (SD)  ,Super Deformed,No Scale,Universal Century,4902425271323,Gundam Sentinel,01/01/1994,¥324
SD Musha Gundam Mk-II  ,Super Deformed,No Scale,SD,4902425273129,SD Sengokuden,04/01/1989,¥324
SD Guncannon  ,Super Deformed,No Scale,Universal Century,4902425273136,Mobile Suit Gundam,04/01/1989,¥324
SD Musha ZZ Gundam  ,Super Deformed,No Scale,SD,4902425275291,SD Sengokuden,05/01/1989,¥324
SD Musha Nu Gundam  ,Super Deformed,No Scale,SD,4902425275499,SD Sengokuden,06/01/1989,¥324
G Armor (SD)  ,Super Deformed,No Scale,Universal Century,4902425275505,Mobile Suit Gundam,01/01/1994,¥540
Zaku II Johnny Ridden Custom (SD)  ,Super Deformed,No Scale,Universal Century,4902425278230,Mobile Suit Gundam,01/01/1994,¥324
SD Musha Kage Gundam  ,Super Deformed,No Scale,SD,4902425278247,SD Sengokuden,07/01/1989,¥324
SD Musha Kage ZZ Gundam  ,Super Deformed,No Scale,SD,4902425278254,SD Sengokuden,07/01/1989,¥324
SD Musha Dreissen  ,Super Deformed,No Scale,SD,4902425278261,SD Sengokuden,07/01/1989,¥324
SD Kage Ninja Shazaku  ,Super Deformed,No Scale,SD,4902425278278,SD Sengokuden,07/01/1989,¥324
SD Musha Kage Z Gundam  ,Super Deformed,No Scale,SD,4902425278285,SD Sengokuden,07/01/1989,¥324
SD Musha Dom  ,Super Deformed,No Scale,SD,4902425278292,SD Sengokuden,07/01/1989,¥324
SD Musha Hyaku Shiki  ,Super Deformed,No Scale,SD,4902425279657,SD Sengokuden,08/01/1989,¥432
Gundam NT-1 (SD)  ,Super Deformed,No Scale,Universal Century,4902425279664,Mobile Suit Gundam 0080: War in the Pocket,01/01/1994,¥324
SD Yami Shogun  ,Super Deformed,No Scale,SD,4902425283609,SD Sengokuden,09/01/1989,¥540
Kampfer (SD)  ,Super Deformed,No Scale,Universal Century,4902425283616,Mobile Suit Gundam 0080: War in the Pocket,01/01/1994,¥324
SD Sho Gundam  ,Super Deformed,No Scale,SD,4902425286082,SD Sengokuden,10/1/1989,¥540
SD Zaku San Kyodai  ,Super Deformed,No Scale,SD,4902425286099,SD Sengokuden,10/1/1989,¥540
SD Normal Gundam  ,Super Deformed,No Scale,SD,4902425286143,SD Sengokuden,12/1/1989,¥540
SD Goka Gundam Dai Shogun  ,Super Deformed,No Scale,SD,4902425287232,SD Sengokuden,11/1/1989,¥1944
SD Gundam Dai Shogun  ,Super Deformed,No Scale,SD,4902425287249,SD Sengokuden,11/1/1989,¥540
SD Yami Koutei  ,Super Deformed,No Scale,SD,4902425287256,SD Sengokuden,11/1/1989,¥540
Knight Gundam (SD)  ,Super Deformed,No Scale,SD,4902425287263,SD Gundam Gaiden,01/01/1994,¥540
Satan Gundam (SD)  ,Super Deformed,No Scale,SD,4902425290034,SD Gundam Gaiden,01/01/1994,¥540
knight Sazabi (SD)  ,Super Deformed,No Scale,SD,4902425293936,SD Gundam Gaiden,01/01/1994,¥540
SD Musha Plus  ,Super Deformed,No Scale,SD,4902425295121,SD Sengokuden,03/01/1990,¥540
SD Musha Alex  ,Super Deformed,No Scale,SD,4902425297118,SD Sengokuden,04/01/1990,¥540
SD Musha S  ,Super Deformed,No Scale,SD,4902425297736,SD Sengokuden,05/01/1990,¥540
SD Musha Hyaku Shiki Kai  ,Super Deformed,No Scale,SD,4902425297743,SD Sengokuden,05/01/1990,¥540
SD Second Sho Gundam  ,Super Deformed,No Scale,SD,4902425299402,SD Sengokuden,06/01/1990,¥540
SD Shingen Gundam  ,Super Deformed,No Scale,SD,4902425299419,SD Sengokuden,06/01/1990,¥432
SD Musha Sazabi  ,Super Deformed,No Scale,SD,4902425301457,SD Sengokuden,06/01/1990,¥432
SD Hayate no Nu  ,Super Deformed,No Scale,SD,4902425304564,SD Sengokuden,07/01/1990,¥540
SD Command Gundam ,Super Deformed,No Scale,SD,4902425304571,SD Sengokuden,10/2012,¥900
SD Mitsurin no Mk-II  ,Super Deformed,No Scale,SD,4902425307589,SD Sengokuden,08/01/1990,¥540
SD Musha THE-O  ,Super Deformed,No Scale,SD,4902425307596,SD Sengokuden,08/01/1990,¥432
SD Kaen no ZZ  ,Super Deformed,No Scale,SD,4902425309675,SD Sengokuden,09/01/1990,¥540
SD Kyozan no Psyco  ,Super Deformed,No Scale,SD,4902425309682,SD Sengokuden,10/1/1990,¥540
SD Musha Psycho Mk-II  ,Super Deformed,No Scale,SD,4902425310411,SD Sengokuden,10/1/1990,¥540
SD Waka Zakuto ,Super Deformed,No Scale,SD,4902425310428,SD Sengokuden,10/1/1990,¥540
SD DX Knight Gundam ,Super Deformed,No Scale,SD,4902425310435,SD Gundam Gaiden,11/1/1990,¥2376
SD Third Gundam Dai Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425312613,SD Sengokuden,11/1/1990,¥864
SD  Gundam Fuku Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425312620,SD Sengokuden,11/1/1990,¥540
SD Captain Gundam ,Super Deformed,No Scale,SD,4902425312637,SD Gundam Force,01/2004,¥270
Algus Knight Z (SD)  ,Super Deformed,No Scale,SD,4902425317021,SD Gundam Gaiden,12/01/2007,¥540
Versal Knight Gundam (SD)  ,Super Deformed,No Scale,SD,4902425320366,SD Gundam Gaiden,12/01/2007,¥864
SD Neo Alex ,Super Deformed,No Scale,SD Sengokuden,4902425325194,SD Sengokuden,03/01/1991,¥864
Gundam F91 (SD)  ,Super Deformed,No Scale,Universal Century,4902425325200,Mobile Suit Gundam F91,07/01/2012,¥540
SD Houou Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425327976,SD Sengokuden,04/01/1991,¥540
SD Ikazuchi Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425329949,SD Sengokuden,05/01/1991,¥540
SD Bujin Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425333298,SD Sengokuden,06/01/1991,¥540
Crown Knight Gundam (SD)  ,Super Deformed,No Scale,SD,4902425333304,SD Gundam Gaiden,10/2000,¥540
SD Shishi Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425334660,SD Sengokuden,07/01/1991,¥540
Armor Knight F90 (SD)  ,Super Deformed,No Scale,SD,4902425334677,SD Gundam Gaiden,10/2000,¥540
SD First Gundam Dai Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425334684,SD Sengokuden,07/01/1991,¥864
SD BB 82 Superior Lander ,Super Deformed,No Scale,SD Sengokuden,4902425335636,SD Sengokuden,07/01/1991,¥540
SD Ryu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425338149,SD Sengokuden,08/01/1991,¥540
SD Sai Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425338156,SD Sengokuden,08/01/1991,¥540
V Command Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425338163,SD Sengokuden,08/01/1991,¥540
SD Hayabusa Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425340456,SD Sengokuden,10/1/1991,¥540
SD Musha G Armor ,Super Deformed,No Scale,SD Sengokuden,4902425340470,SD Sengokuden,10/1/1991,¥864
SD Kuro Majin Yami Koutei ,Super Deformed,No Scale,SD Sengokuden,4902425342399,SD Sengokuden,12/1/1991,¥864
SD Ryusho Hisho ,Super Deformed,No Scale,SD Sengokuden,4902425342405,SD Sengokuden,11/1/1991,¥540
SD Goka Shodai Gundam Dai Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425342948,SD Sengokuden,11/1/1991,¥2700
Burn Knight F91 (SD)  ,Super Deformed,No Scale,SD Sengokuden,4902425342955,SD Gundam Gaiden,06/01/1992,¥540
SD Fourth Gundam Dai Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425345673,SD Sengokuden,12/1/1991,¥1080
King Gundam II (SD)  ,Super Deformed,No Scale,N/A,4902425345680,SD Gundam Gaiden,12/1/1991,¥864
"Gundam F90 P, V (SD)  ",Super Deformed,No Scale,N/A,4902425346151,Mobile Suit Gundam F90,01/01/1992,¥540
SD Hakuryuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425350325,SD Sengokuden,02/01/1992,¥540
SD Seiryuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425352466,SD Sengokuden,03/01/1992,¥540
SD Sekiryuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425355290,SD Sengokuden,04/01/1992,¥540
SD Sennari Dai Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425355672,SD Sengokuden,05/01/1992,¥1080
Musha F91 ,Super Deformed,No Scale,SD Sengokuden,4902425357669,SD Sengokuden,05/01/1992,¥540
Musha Heavy Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425360775,SD Sengokuden,06/01/1992,¥540
Musha Full Armor Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425363691,SD Sengokuden,07/01/1992,¥540
SD Ashura Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425366326,SD Sengokuden,08/01/1992,¥540
SD Neou Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425368559,SD Sengokuden,09/01/1992,¥540
SD Shiranui Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425370460,SD Sengokuden,10/1/1992,¥540
SD Gundam Dai Koutei ,Super Deformed,No Scale,SD Sengokuden,4902425373515,SD Sengokuden,11/1/1992,¥2808
SD Raitei Sennari Shin Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425378077,SD Sengokuden,01/01/1993,¥1080
SD Rekkou Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425380070,SD Sengokuden,02/01/1993,¥540
SD Gouten Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425380308,SD Sengokuden,03/01/1993,¥1620
SD Reppa Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425386935,SD Sengokuden,04/01/1993,¥540
SD Rekkuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425390499,SD Sengokuden,05/01/1993,¥540
Kazaguruma no Hyaku-Shiki & Ukkari Zakrello ,Super Deformed,No Scale,Universal Century,4902425393582,Mobile Suit Gundam Zeta,06/01/1993,¥540
SD Hiten Gundam Cho Shogun ,Super Deformed,No Scale,SD Sengokuden,4902425393599,SD Sengokuden,06/01/1993,¥540
SD Gundam Hakuryuu Taitei ,Super Deformed,No Scale,SD Sengokuden,4902425395999,SD Sengokuden,07/01/1993,¥540
Erugaiya (SD)  ,Super Deformed,No Scale,N/A,4902425397009,SD Gundam Gaiden,08/01/1993,¥864
SD Gundam Ashuraou ,Super Deformed,No Scale,SD Sengokuden,4902425410074,SD Sengokuden,08/01/1993,¥540
Musha Gunsaver ,Super Deformed,No Scale,N/A,4902425413860,Shin SD Sengokuden Densetsu no Daishogun-hen,09/01/1993,¥540
Gundam Mk-III ,Super Deformed,No Scale,N/A,4902425414232,Shin SD Sengokuden Densetsu no Daishogun-hen,10/1/1993,¥540
Shinsei Daishogun ,Super Deformed,No Scale,N/A,4902425418278,Shin SD Sengokuden Densetsu no Daishogun-hen,11/1/1993,¥2160
Gungenesis (SD)  ,Super Deformed,No Scale,N/A,4902425420271,SD Gundam Gaiden,12/1/1993,¥864
SD Taiga Gundam Cho Shogun  ,Super Deformed,No Scale,SD Sengokuden,4902425420882,SD Sengokuden,12/1/1993,¥1080
SD Kouki Gundam  ,Super Deformed,No Scale,SD Sengokuden,4902425425245,SD Sengokuden,01/01/1994,¥540
V-Dash Gundam (SD)  ,Super Deformed,No Scale,N/A,4902425425252,Mobile Suit Victory Gundam,03/01/1994,¥540
SD Raimei Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425427591,SD Sengokuden,03/01/1994,¥540
Shining Gundam  ,No Grade,1/144,Future Century,4902425432021,Mobile Fighter G Gundam,04/01/1994,¥540
Shining Gundam ,No Grade,1/100,Future Century,4902425432038,Mobile Fighter G Gundam,04/01/1994,¥1620
SD Musha Victory ,Super Deformed,No Scale,SD Sengokuden,4902425432045,SD Sengokuden,04/01/1994,¥1080
V2 Assault Buster (SD)  ,Super Deformed,No Scale,N/A,4902425432052,Mobile Suit Victory Gundam,07/01/1994,¥800
Dragon Gundam  ,No Grade,1/144,Future Century,4902425434230,Mobile Fighter G Gundam,05/01/1994,¥540
SD Jyuuou Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425434247,SD Sengokuden,04/01/1994,¥540
1/60 Shining Gundam ,No Grade,1/60,Future Century,4902425436296,Mobile Fighter G Gundam,06/01/1994,¥3240
Gundam Rose  ,No Grade,1/144,Future Century,4902425436302,Mobile Fighter G Gundam,05/01/1994,¥540
Gundam Maxter  ,No Grade,1/144,Future Century,4902425436319,Mobile Fighter G Gundam,05/01/1994,¥540
HG 1/100 Master Gundam ,High Grade,1/100,Future Century,4902425437262,Mobile Fighter G Gundam,08/01/1994,¥1620
Master Gundam  ,No Grade,1/144,Future Century,4902425437279,Mobile Fighter G Gundam,08/01/1994,¥540
Gundam Spiegel ,No Grade,1/144,Future Century,4902425437286,Mobile Fighter G Gundam,08/01/1994,¥540
HG 1/100 Dragon Gundam ,High Grade,1/100,Future Century,4902425440347,Mobile Fighter G Gundam,07/01/1994,¥1620
Bolt Gundam  ,No Grade,1/144,Future Century,4902425440354,Mobile Fighter G Gundam,07/01/1994,¥540
Kidō Musha Daihagane ,Super Deformed,No Scale,N/A,4902425440361,Shin SD Sengokuden Shichinin no Chōshogun,08/01/1994,¥1620
Hadō Musha Mazaku ,Super Deformed,No Scale,N/A,4902425440378,Shin SD Sengokuden Shichinin no Chōshogun,08/01/1994,¥1620
Gundam Maxter ,No Grade,1/100,N/A,4902425448053,Mobile Fighter G Gundam,08/01/1994,¥1620
SD Bakuryuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425448060,SD Sengokuden,09/01/1994,¥540
Gundam Maxter (SD)  ,Super Deformed,No Scale,Future Century,4902425448565,Mobile Fighter G Gundam,10/1/1994,¥540
Grade Up Set For 5Mobile Fighters  ,No Grade,1/144,Future Century,4902425448596,Mobile Fighter G Gundam,08/01/1994,¥216
SD Tetra Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425450858,SD Sengokuden,10/1/1994,¥540
1/60 G Gundam ,No Grade,1/60,Future Century,4902425451879,Mobile Fighter G Gundam,10/1/1994,¥3240
HG 1/100 G Gundam ,High Grade,1/100,Future Century,4902425451886,Mobile Fighter G Gundam,10/1/1994,¥1620
G Gundam  ,No Grade,1/144,Future Century,4902425451893,Mobile Fighter G Gundam,09/01/1994,¥540
G Gundam (BB138) (SD)  ,Super Deformed,No Scale,Future Century,4902425454153,Mobile Fighter G Gundam,11/1/1994,¥540
SD Victory Dai Shougun ,Super Deformed,No Scale,SD Sengokuden,4902425454221,SD Sengokuden,10/1/1994,¥2700
Rising Gundam  ,No Grade,1/100,Future Century,4902425458267,Mobile Fighter G Gundam,12/1/1994,¥1620
Rising Gundam  ,No Grade,1/144,Future Century,4902425458274,Mobile Fighter G Gundam,12/1/1994,¥540
Seiryuki Mars Dragoon (SD)  ,Super Deformed,No Scale,N/A,4902425459073,SD Gundam Gaiden,01/01/1995,¥864
Devil Gundam  ,No Grade,1/144,Future Century,4902425464381,Mobile Fighter G Gundam,01/01/1995,¥1080
SD Musha Godmaru ,Super Deformed,No Scale,SD Sengokuden,4902425464398,SD Sengokuden,02/01/1995,¥540
SD Tekki Musha Haganemaru ,Super Deformed,No Scale,SD Sengokuden,4902425469218,SD Sengokuden,03/01/1995,¥1080
Shining Gundam Hyper Mode Ver. ,No Grade,1/144,Future Century,4902425469225,Mobile Fighter G Gundam,04/01/1994,¥756
Dragon Gundam Hyper Mode Ver.  ,No Grade,1/144,Future Century,4902425469232,Mobile Fighter G Gundam,05/01/1994,¥756
Gundam Maxter Hyper Mode Ver.  ,No Grade,1/144,Future Century,4902425469249,Mobile Fighter G Gundam,05/01/1994,¥756
Gundam Rose Hyper Mode Ver.  ,No Grade,1/144,Future Century,4902425469256,Mobile Fighter G Gundam,05/01/1994,¥756
Bolt Gundam Hyper Mode Ver.  ,No Grade,1/144,Future Century,4902425469263,Mobile Fighter G Gundam,07/01/1994,¥756
HG 1/100 XXXG-01W Wing Gundam ,High Grade,1/100,After Colony,4902425471655,New Mobile Report Gundam Wing,04/01/1995,¥1620
XXXG-01W Wing Gundam  ,No Grade,1/144,After Colony,4902425471662,New Mobile Report Gundam Wing,03/01/1995,¥540
SD Kiryuu Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425471679,SD Sengokuden,04/01/1995,¥540
SD Musha Max  ,Super Deformed,No Scale,SD Sengokuden,4902425471686,SD Sengokuden,04/01/1995,¥540
XXXG-01S Shenlong Gundam  ,No Grade,1/144,After Colony,4902425472232,New Mobile Report Gundam Wing,05/01/1995,¥540
XXXG-01D Gundam Deathscythe  ,No Grade,1/144,After Colony,4902425472249,New Mobile Report Gundam Wing,05/01/1995,¥540
SD Musha Rose ,Super Deformed,No Scale,SD Sengokuden,4902425472256,SD Sengokuden,05/01/1995,¥540
HG 1/100 XXXG-01S Shenlong Gundam ,High Grade,1/100,After Colony,4902425473666,New Mobile Report Gundam Wing,06/01/1995,¥1620
XXXG-01H Gundam Heavyarms  ,No Grade,1/144,After Colony,4902425473673,New Mobile Report Gundam Wing,06/01/1995,¥540
SD Musha Bolt ,Super Deformed,No Scale,SD Sengokuden,4902425473680,SD Sengokuden,05/01/1995,¥540
G Gundam Hyper Mode Ver.  ,No Grade,1/144,Future Century,4902425473772,Mobile Fighter G Gundam,9/1/1994,¥756
HG 1/100 G Gundam Hyper Mode Ver. ,High Grade,1/100,Future Century,4902425473789,Mobile Fighter G Gundam,5/1/1995,¥1944
HG 1/100 XXXG-01D Gundam Deathscythe ,High Grade,1/100,After Colony,4902425476841,New Mobile Report Gundam Wing,07/01/1995,¥1620
XXXG-01SR Gundam Sandrock  ,No Grade,1/144,After Colony,4902425476858,New Mobile Report Gundam Wing,07/01/1995,¥540
OZ-00MS Tallgeese  ,No Grade,1/144,After Colony,4902425476865,New Mobile Report Gundam Wing,07/01/1995,¥540
Kidou Bujin TenGai-O  ,Super Deformed,No Scale,SD Sengokuden,4902425476872,SD Sengokuden,06/01/1995,¥1620
XXXG-01W Wing Gundam ,Super Deformed,No Scale,Super Deformed,4902425476889,G-Vehicle SD Daisenkan-hen,07/01/1995,¥864
MG RX-78-2 Gundam ,Master Grade,1/100,Universal Century,4902425481296,Mobile Suit Gundam,07/01/1995,¥2700
OZ-13MSX1 Vayeate  ,No Grade,1/144,After Colony,4902425481371,New Mobile Report Gundam Wing,07/01/1995,¥540
OZ-13MSX2 Mercurius  ,No Grade,1/144,After Colony,4902425481388,New Mobile Report Gundam Wing,07/01/1995,¥540
